list-id-m,16,20,4,960,2926888,3048,23206
list-id-m,16,40,4,1920,6673377,3475,33626
list-id-m,16,80,4,3840,13118630,3416,34620
list-none-s,1,1000,1,3000,4295784,1431,22
list-none-s,1,1000,4,3000,1357251,452,22
list-none-s,1,1000,8,3000,842611,280,22
list-none-s,1,1000,16,3000,618110,206,23
list-none-s,2,1000,1,6000,19683036,3280,3001
list-none-s,2,1000,4,6000,7458436,1243,948
list-none-s,2,1000,8,6000,5120118,853,688
list-none-s,2,1000,16,6000,4637102,772,721
list-none-s,4,1000,1,12000,87416458,7284,20719
list-none-s,4,1000,4,12000,14086333,1173,1946
list-none-s,4,1000,8,12000,8308069,692,934
list-none-s,4,1000,16,12000,5590031,465,598
list-none-s,8,1000,1,24000,351752240,14656,91313
list-none-s,8,1000,4,24000,38721103,1613,7837
list-none-s,8,1000,8,24000,16086655,670,2501
list-none-s,8,1000,16,24000,7835128,326,903
list-none-s,12,1000,1,36000,770471248,21401,220084
list-none-s,12,1000,4,36000,89041384,2473,21422
list-none-s,12,1000,8,36000,30180786,838,5795
list-none-s,12,1000,16,36000,12791682,355,1818
list-none-m,1,1000,1,3000,4466484,1488,25
list-none-m,1,1000,4,3000,1480670,493,25
list-none-m,1,1000,8,3000,954924,318,25
list-none-m,1,1000,16,3000,693178,231,29
list-none-m,2,1000,1,6000,18599222,3099,3075
list-none-m,2,1000,4,6000,6052965,1008,563
list-none-m,2,1000,8,6000,3520688,586,262
list-none-m,2,1000,16,6000,2709634,451,206
list-none-m,4,1000,1,12000,51071184,4255,9859
list-none-m,4,1000,4,12000,14148177,1179,2108
list-none-m,4,1000,8,12000,7866369,655,827
list-none-m,4,1000,16,12000,4705042,392,414
list-none-m,8,1000,1,24000,212135340,8838,46696
list-none-m,8,1000,4,24000,48562430,2023,10207
list-none-m,8,1000,8,24000,19609487,817,3163
list-none-m,8,1000,16,24000,9173847,382,1087
list-none-m,12,1000,1,36000,442447315,12290,100401
list-none-m,12,1000,4,36000,102791748,2855,25120
list-none-m,12,1000,8,36000,35378908,982,6761
list-none-m,12,1000,16,36000,16328447,453,2262
